churn,total_day_minutes,n_sms,total_eve_minutes,total_eve_calls,customer_service_rating,customer_happiness,customer_service_calls
0,17,18,12,3,2,4,1
0,17,12,32,10,2,5,0
0,16,12,40,22,3,17,0
0,16,12,26,1,2,6,3
0,18,32,11,30,3,18,0
1,16,30,13,2,1,6,4
1,18,32,33,45,3,3,5
0,18,23,39,26,3,6,0
0,16,3,9,40,3,9,0
0,17,19,21,26,3,6,0
0,13,2,32,49,2,12,0
0,15,0,19,18,3,17,5
0,17,0,39,13,3,13,4
0,16,36,17,48,3,17,5
0,16,27,40,10,3,14,0
0,17,29,12,4,2,3,0
0,16,13,4,28,3,17,5
0,18,23,21,9,3,4,0
0,16,1,38,7,3,1,3
0,17,13,42,3,2,18,0
0,18,27,15,39,3,5,2
0,15,19,21,49,2,5,0
0,19,26,37,16,2,17,0
0,16,27,37,18,3,1,3
1,18,19,31,34,3,10,5
0,17,17,10,20,3,10,1
0,17,12,39,29,2,15,0
0,12,22,22,47,1,19,0
0,16,2,18,39,1,17,2
0,17,21,2,25,2,15,0
0,15,4,24,48,3,18,4
0,17,12,9,37,3,5,0
0,17,21,8,23,2,9,0
0,18,4,0,0,3,1,3
0,17,32,27,0,3,19,2
0,16,35,25,41,2,2,3
0,17,24,21,14,2,15,0
0,16,19,33,2,3,9,2
0,16,13,3,4,2,5,3
0,15,21,29,11,3,6,0
0,18,35,27,15,3,18,3
0,17,14,28,32,2,9,0
0,19,17,30,39,3,4,0
0,17,7,30,30,2,12,0
1,14,2,40,32,1,9,4
0,17,3,38,14,3,11,0
0,14,27,11,6,3,3,4
0,17,27,19,34,3,16,0
0,16,0,40,42,3,16,0
0,17,25,41,16,3,14,3
0,17,17,42,38,3,15,0
1,17,6,22,18,3,15,5
0,17,29,28,13,3,6,4
0,14,0,16,42,3,4,2
0,16,23,13,13,3,2,3
0,16,6,40,20,3,9,1
0,17,10,1,30,2,13,3
0,19,17,23,16,3,17,0
0,18,20,13,21,2,12,0
0,18,19,13,35,2,16,4
0,17,22,33,24,2,10,0
0,18,29,42,3,1,17,2
0,16,18,18,31,3,11,4
0,16,27,13,26,2,11,0
0,16,18,0,21,1,10,0
0,18,21,14,27,3,19,5
0,17,4,34,20,3,18,0
0,16,14,41,14,1,19,0
0,16,7,12,25,3,3,0
1,16,37,15,36,3,0,5
0,19,27,21,25,2,17,0
0,17,4,21,25,3,2,3
0,18,26,14,26,3,3,2
0,16,33,41,35,3,12,3
1,17,19,24,25,2,0,3
0,18,37,32,23,1,17,4
0,0,28,0,46,1,2,0
0,17,26,8,42,3,18,3
0,15,5,18,8,2,10,2
1,17,12,33,28,1,2,4
0,17,34,0,33,3,5,0
0,18,12,29,31,1,12,0
0,17,38,35,24,3,8,0
0,18,32,29,0,1,9,0
1,18,12,18,16,1,11,4
0,17,29,26,26,3,6,4
0,17,28,35,17,3,10,0
0,17,5,16,5,1,4,2
0,18,29,37,35,2,11,3
0,17,0,33,38,1,17,0
0,18,26,11,13,3,9,0
0,17,3,30,31,2,13,0
0,18,0,39,4,2,18,4
0,17,3,37,22,2,7,0
0,18,18,20,21,2,6,4
0,18,36,30,47,3,9,0
0,14,0,9,41,2,14,3
0,15,3,12,2,3,13,0
0,18,33,20,37,3,10,3
1,17,25,30,7,1,3,5
0,16,36,38,41,3,7,0
0,18,4,2,18,1,4,0
0,18,30,31,27,1,5,0
0,17,0,3,34,3,1,0
0,16,19,33,10,2,15,4
0,17,25,0,1,3,9,4
0,17,4,30,23,2,18,0
0,17,24,0,3,2,11,4
0,17,5,41,5,3,19,2
0,16,30,1,43,3,3,0
0,15,7,4,10,2,16,4
1,17,15,26,47,1,1,4
1,16,17,5,3,2,0,4
0,18,7,18,22,3,4,0
1,0,4,8,34,2,10,5
1,16,11,30,34,3,6,5
0,18,23,7,14,2,16,4
0,18,14,17,43,2,16,3
0,17,9,17,16,3,9,0
0,16,14,29,2,3,12,4
0,18,23,15,36,3,8,3
0,18,15,10,3,2,6,0
0,18,21,36,44,2,19,0
0,17,11,18,34,2,18,4
0,16,1,28,27,2,17,0
0,14,18,9,19,2,13,2
0,18,4,21,39,3,5,0
0,16,10,28,13,3,19,0
0,19,12,6,9,3,0,0
0,17,4,42,29,3,10,0
0,17,13,23,8,3,5,4
0,18,19,34,3,3,17,0
0,18,27,21,36,2,17,0
0,15,39,8,18,2,17,4
0,19,8,19,32,1,9,0
0,18,36,10,40,1,11,0
0,17,4,6,10,2,13,2
0,17,29,8,48,3,2,0
0,14,37,30,31,2,13,0
0,18,21,7,15,1,11,0
0,18,24,14,16,1,19,0
0,16,9,22,18,3,3,0
1,18,4,9,21,3,12,5
0,16,37,33,7,3,3,0
1,18,31,39,2,2,10,5
0,16,21,3,30,3,3,1
0,16,36,0,12,3,3,0
0,16,1,32,10,1,16,0
0,18,26,31,39,2,18,3
0,16,1,0,6,3,18,2
0,18,37,27,45,2,14,0
0,17,3,28,49,1,11,0
0,0,24,23,16,3,16,0
1,17,38,18,16,3,0,5
0,17,26,27,18,3,8,1
1,16,12,11,0,1,5,4
0,14,9,20,43,2,7,0
1,17,33,2,25,1,11,3
0,16,17,18,25,2,12,3
0,18,24,0,28,3,15,0
0,14,23,27,37,3,12,0
1,17,28,17,17,2,14,5
1,17,22,15,48,3,0,5
0,16,14,5,29,2,3,3
0,17,1,21,36,2,1,4
0,16,18,41,11,2,1,0
0,16,18,4,9,3,1,0
0,19,11,40,34,3,8,0
0,16,16,35,29,2,8,4
0,18,31,30,6,3,15,0
0,15,3,28,15,1,18,0
0,16,30,13,15,2,2,3
0,18,23,27,26,1,11,2
0,18,0,8,44,2,4,0
0,17,6,2,39,3,19,0
0,16,24,43,12,3,13,0
0,15,32,37,13,2,18,4
0,17,16,0,34,3,12,4
0,18,36,13,33,3,2,0
0,11,39,36,44,2,3,0
0,16,0,3,16,3,12,4
0,16,38,32,6,3,11,0
0,18,2,32,19,2,10,0
0,18,23,32,43,3,8,0
0,17,23,18,14,2,5,0
0,18,11,17,25,2,14,0
0,17,9,3,32,3,17,0
0,16,16,42,12,3,16,0
0,18,12,23,21,3,2,0
0,17,37,16,40,2,17,0
0,16,16,1,14,3,2,3
0,18,0,32,46,3,18,0
0,17,21,34,11,3,15,0
0,17,0,19,45,2,7,0
0,18,17,18,10,3,8,1
1,19,19,37,31,1,7,4
0,17,23,7,28,2,7,4
0,18,33,4,41,3,19,3
0,17,0,17,17,1,6,0
0,17,33,1,6,2,17,0
0,18,7,16,42,3,10,0
0,17,25,21,7,3,14,4
0,14,39,3,37,3,19,0
0,18,11,35,44,3,0,0
0,17,38,34,7,3,6,1
1,16,1,33,6,1,0,2
0,13,24,26,48,3,2,3
0,18,11,20,48,2,3,4
0,16,9,39,30,3,13,3
0,18,17,41,18,3,11,0
0,15,20,10,18,3,16,3
0,17,10,25,44,2,14,0
0,19,36,35,25,2,12,2
0,19,32,25,2,2,18,2
1,19,22,20,5,1,10,3
1,17,33,37,8,1,10,3
0,18,26,38,0,3,13,4
0,18,6,14,21,3,2,0
0,18,26,32,33,3,8,0
1,17,27,4,36,3,0,4
0,17,36,10,42,3,18,3
0,16,24,43,6,3,11,0
0,18,36,26,37,3,1,0
0,17,38,43,40,2,13,4
0,16,2,13,40,3,1,0
0,16,15,18,12,3,8,4
0,18,30,3,48,3,16,3
0,16,8,3,12,3,18,2
0,15,26,19,25,3,9,3
0,19,5,43,2,2,4,0
0,17,37,26,42,2,16,0
0,17,9,43,44,2,13,0
0,17,7,10,23,3,15,4
0,16,7,16,25,3,5,0
0,18,8,6,12,3,7,0
0,18,0,5,28,2,10,0
0,17,34,27,39,2,19,3
0,16,31,0,1,2,9,0
1,17,14,20,18,3,8,4
0,17,0,19,8,1,7,2
0,18,10,16,1,1,16,0
0,18,11,4,18,2,4,3
0,17,35,28,3,2,13,0
1,16,6,28,11,1,2,4
0,15,35,29,14,3,13,3
1,17,16,30,39,2,3,5
0,18,5,41,31,2,13,0
0,17,8,14,18,2,10,0
0,17,17,5,21,3,3,4
0,17,37,3,28,1,14,3
0,16,13,0,42,3,14,0
0,17,16,21,44,3,11,0
0,19,10,25,24,3,11,3
0,18,27,24,13,3,14,0
0,17,37,20,3,3,10,0
0,17,21,29,4,2,15,0
0,17,23,22,28,2,11,0
0,18,34,1,24,1,19,3
0,18,22,28,22,3,12,0
0,17,11,41,32,3,3,3
0,19,11,6,46,1,13,1
0,17,0,42,2,2,10,0
0,17,18,22,41,2,3,0
0,18,20,14,45,3,4,2
0,17,0,14,23,3,11,0
0,16,0,38,28,2,0,2
0,18,2,26,44,2,2,0
0,17,4,23,9,3,13,1
0,18,13,2,2,1,16,0
0,18,16,6,10,3,18,0
0,16,3,10,5,1,11,1
0,19,12,10,33,3,12,0
0,16,5,22,29,2,10,0
0,17,31,35,21,1,12,4
0,18,19,6,48,2,10,2
0,17,20,25,2,2,10,0
0,15,24,35,20,3,2,4
0,16,16,41,0,3,13,2
0,17,18,13,35,2,13,0
0,15,16,15,46,2,16,0
0,18,19,21,20,3,11,3
0,16,20,39,32,2,1,2
0,18,23,20,49,3,12,4
0,18,38,22,22,3,15,0
0,17,35,3,24,3,10,0
0,16,8,2,16,2,5,4
0,18,6,10,47,2,9,0
0,17,21,33,12,3,12,0
0,15,35,2,23,2,1,0
1,17,39,19,37,1,8,2
0,18,3,9,21,3,6,4
0,17,6,28,24,3,3,0
0,17,1,14,33,3,14,0
0,18,6,22,15,2,5,2
1,18,37,38,27,3,11,5
0,17,1,26,23,2,19,5
0,16,0,27,31,2,6,0
0,18,25,8,32,3,16,0
0,18,15,43,10,1,16,3
0,14,0,33,27,3,12,0
1,13,32,4,9,1,7,3
0,17,33,3,16,2,10,0
1,17,26,27,30,1,2,4
0,18,31,36,4,2,8,0
0,16,11,37,43,3,1,2
0,16,36,27,26,3,11,2
0,17,8,14,20,3,9,2
0,18,17,6,25,3,1,4
0,15,22,22,7,3,17,0
0,17,38,19,15,2,2,3
0,17,10,34,37,1,10,2
1,0,28,27,39,1,5,2
0,17,37,6,25,3,1,4
0,18,13,6,48,2,2,3
0,15,6,2,48,2,6,0
0,17,29,38,2,2,5,0
1,17,16,22,18,1,3,3
0,16,16,24,9,3,14,0
0,18,36,7,31,2,1,4
0,18,18,21,3,3,15,2
0,15,37,15,32,3,6,0
0,15,30,21,2,3,12,0
0,18,9,1,46,2,18,0
1,19,9,29,43,3,2,5
0,18,8,39,30,2,10,4
0,8,9,20,19,2,6,0
0,17,9,30,32,3,18,0
0,18,33,14,13,2,2,0
0,16,1,39,20,3,12,2
0,18,2,30,5,3,8,0
0,18,20,14,16,3,16,4
0,18,0,24,9,2,13,0
0,16,4,13,2,3,13,0
0,16,18,39,13,1,18,0
0,17,22,6,36,3,13,4
0,17,12,21,25,3,17,3
0,17,11,2,21,2,9,3
0,17,23,9,26,2,13,4
0,16,24,1,22,2,5,3
0,18,24,6,45,3,15,3
1,17,35,11,29,1,8,3
0,18,16,22,4,3,14,2
0,16,0,40,37,2,16,0
0,18,37,7,0,3,16,2
0,16,17,26,29,1,19,0
0,18,20,25,31,2,17,0
0,18,6,13,49,3,13,4
0,18,34,13,16,3,11,0
0,18,32,16,12,3,7,0
1,15,31,25,25,3,0,3
0,15,38,5,14,2,5,0
0,17,16,27,27,2,2,0
0,19,31,12,35,2,6,4
0,17,27,12,39,3,9,0
0,18,39,29,44,3,4,0
0,16,11,11,14,2,18,0
0,18,9,9,5,3,7,0
0,16,23,43,38,2,0,0
0,17,20,16,22,1,8,0
0,18,37,32,39,3,18,0
0,18,14,7,2,3,11,0
0,18,0,42,33,1,9,0
0,18,6,4,29,3,19,4
0,17,11,24,40,2,18,4
0,17,38,13,42,2,8,4
0,15,18,34,47,3,4,0
0,19,9,15,9,2,6,2
0,17,20,26,18,2,13,4
0,16,7,37,2,3,7,3
0,17,2,4,37,2,6,2
0,18,1,34,35,2,7,1
0,17,34,4,1,3,2,4
0,17,13,15,13,2,2,0
1,19,10,7,3,2,0,4
0,16,25,9,37,2,19,3
0,17,11,36,41,3,11,4
0,17,23,28,45,3,2,4
0,18,12,13,9,2,6,0
0,18,32,16,47,1,2,0
0,18,26,23,20,3,12,0
0,19,0,12,13,3,18,0
0,17,31,29,41,2,0,2
0,15,11,7,8,3,1,0
1,14,28,23,46,1,5,5
0,17,34,23,46,3,15,1
1,0,2,22,29,3,2,5
0,19,31,9,41,3,16,0
0,17,3,10,36,3,13,3
0,19,27,30,31,3,17,4
0,18,11,5,30,2,18,1
0,15,6,11,30,2,8,4
0,18,27,25,43,2,0,0
0,19,23,17,21,1,13,2
0,18,0,34,35,3,13,0
0,18,29,12,9,1,17,5
0,18,1,12,26,3,11,3
1,18,10,14,28,2,14,5
0,14,18,2,5,3,1,0
0,17,39,28,6,2,2,0
0,13,31,36,9,3,4,3
0,17,4,39,26,3,10,0
0,17,35,20,18,2,5,3
0,0,33,20,40,3,15,0
0,18,31,33,26,3,17,0
0,18,8,8,10,3,4,0
0,16,0,29,1,2,5,0
0,18,9,42,17,2,7,4
0,16,0,39,25,3,1,0
0,18,0,3,32,3,12,4
0,13,10,25,0,2,5,0
1,18,38,13,38,3,3,5
0,16,0,16,24,2,8,0
1,19,0,31,43,3,7,5
1,17,0,13,29,1,0,3
0,14,24,33,18,3,6,4
0,17,14,43,5,1,4,0
0,15,37,32,5,3,3,4
0,17,6,37,43,2,7,0
0,16,8,38,35,3,3,0
0,18,30,2,5,1,12,4
0,17,19,22,13,1,15,4
0,18,24,17,0,3,5,0
0,16,7,6,42,3,5,0
1,15,14,18,15,2,2,5
0,16,34,24,14,3,0,0
0,17,35,19,27,2,11,4
0,17,4,0,31,2,18,0
0,16,39,40,28,2,8,1
0,17,6,38,38,3,13,4
0,18,7,19,19,2,6,2
0,15,22,10,45,3,7,3
0,18,13,39,26,2,3,0
0,17,37,36,48,2,8,0
0,17,9,20,28,2,17,3
0,15,0,32,14,1,8,0
0,18,31,34,23,3,11,2
0,18,25,11,34,2,14,3
0,17,7,14,26,2,18,3
0,17,25,3,29,0,10,0
0,18,1,1,23,3,11,0
0,17,10,22,48,3,7,0
0,16,35,37,45,3,5,0
0,18,23,28,0,2,4,3
0,18,2,35,16,3,5,0
0,18,11,13,27,3,6,4
0,17,5,19,41,3,12,0
0,18,0,21,31,2,0,0
0,18,14,29,23,3,0,0
0,18,19,30,8,2,7,0
0,18,4,33,7,3,4,0
0,17,7,6,16,2,1,3
1,14,25,43,25,1,11,3
1,19,33,23,25,2,0,4
0,17,0,6,17,3,16,5
0,18,15,39,7,3,11,2
0,16,3,35,27,2,15,0
0,17,23,29,41,3,8,3
0,18,34,5,27,2,16,0
0,18,38,13,38,1,13,4
0,18,12,23,45,2,19,1
0,15,17,7,5,1,19,4
0,17,14,10,21,2,7,0
0,16,10,12,18,3,6,4
0,17,18,38,32,3,16,0
0,17,19,35,26,3,11,0
0,16,8,22,12,3,1,0
0,19,34,5,21,3,5,4
0,0,21,12,8,2,15,4
1,17,19,42,26,1,9,3
0,17,0,19,24,3,8,4
0,18,4,6,43,2,14,0
1,18,26,37,24,3,4,5
0,17,0,13,20,1,14,0
0,15,2,39,9,3,4,0
0,19,8,27,48,3,13,4
0,17,1,33,22,3,8,3
0,18,28,31,49,3,17,1
0,17,35,34,30,2,9,2
0,19,31,17,15,3,18,0
0,17,21,28,19,3,10,0
0,18,21,36,20,1,12,0
0,17,4,13,15,2,3,0
0,16,30,2,14,3,12,0
0,17,22,4,39,1,15,0
0,18,16,26,7,3,0,0
0,16,38,23,9,3,19,0
0,17,21,34,35,3,5,3
0,15,0,0,16,3,7,4
0,15,16,30,22,3,9,0
0,18,39,42,41,2,4,0
0,18,36,17,29,2,7,2
0,17,19,31,26,2,4,0
0,13,5,41,32,3,0,0
0,18,29,23,2,3,18,0
0,18,27,25,38,3,9,0
1,19,8,7,49,1,0,4
0,14,14,19,16,1,7,2
0,18,10,2,16,2,5,0
0,0,0,7,24,3,15,2
1,18,5,15,18,3,0,3
1,16,9,39,30,3,5,5
0,17,27,11,42,1,5,0
0,17,18,41,25,2,4,0
0,15,3,14,44,2,5,3
0,17,8,8,20,0,18,0
0,17,30,16,31,3,2,0
0,18,16,21,13,3,17,0
0,18,17,4,41,2,19,0
0,18,15,34,0,3,17,3
1,17,6,4,42,3,7,5
0,18,3,6,26,2,16,2
0,18,6,8,15,2,12,0
0,18,21,33,46,2,0,0
0,17,34,27,9,1,6,0
0,18,0,43,37,3,10,3
0,19,13,40,29,3,5,0
0,17,30,33,35,2,13,0
0,17,34,34,5,3,12,2
0,18,15,12,0,3,16,0
0,13,25,6,34,3,1,4
0,17,30,13,46,1,15,3
0,18,28,12,31,3,2,4
0,15,28,24,7,3,17,0
0,16,1,31,8,3,5,3
0,18,2,21,23,3,1,0
0,16,24,33,29,3,19,0
0,17,0,19,10,3,16,3
0,14,8,42,1,3,1,0
0,16,31,21,18,1,14,3
0,16,2,15,2,3,19,4
0,17,26,15,18,2,2,0
0,18,17,0,41,1,18,1
0,18,21,17,4,3,13,3
0,16,23,8,40,1,12,0
0,17,7,26,3,2,12,0
0,16,11,6,28,2,9,0
0,13,1,29,30,2,18,0
0,18,26,17,14,3,2,0
0,17,10,36,30,1,15,0
0,17,13,8,17,2,15,3
0,17,2,7,6,0,18,4
0,16,5,33,35,2,13,4
0,16,20,26,8,2,7,0
1,17,2,2,35,1,11,3
0,16,20,40,46,1,13,3
0,13,32,38,9,1,19,5
0,18,22,15,11,3,10,0
0,18,28,3,43,3,10,0
1,18,0,39,27,1,3,4
0,17,18,40,38,3,5,3
0,18,20,36,12,2,18,0
0,17,3,6,38,3,17,4
0,16,7,5,25,2,12,0
0,17,16,20,39,2,7,0
0,18,28,15,43,1,13,2
0,18,20,41,39,2,2,3
0,16,24,31,19,3,5,3
0,19,30,9,29,3,15,0
0,18,28,36,23,3,13,0
0,18,32,42,36,1,16,0
1,17,32,32,36,2,3,5
1,18,27,34,44,3,12,5
0,18,18,14,29,2,3,0
0,16,24,32,12,3,19,3
0,14,20,37,18,3,2,0
0,17,30,32,13,2,5,0
0,19,5,14,8,3,4,4
0,18,0,12,35,1,11,1
0,17,37,10,35,2,4,0
0,16,12,3,45,2,4,3
0,14,16,26,10,2,9,4
0,12,10,43,3,3,19,3
0,13,32,24,22,3,8,0
0,18,15,38,20,2,2,0
0,18,32,4,26,3,16,4
0,17,25,1,18,2,2,0
0,18,25,0,19,1,6,0
0,17,0,32,27,1,14,0
0,18,0,23,30,2,18,0
0,16,23,37,11,1,7,2
0,16,0,6,1,3,18,4
0,16,36,26,35,3,16,0
0,17,0,11,46,3,4,4
0,18,17,3,38,3,16,2
0,18,6,41,32,3,8,4
0,16,18,14,45,3,6,4
0,16,29,40,0,2,7,0
0,17,0,25,12,3,15,4
1,18,15,1,31,3,12,5
0,16,19,34,22,2,18,0
0,18,0,33,39,2,19,0
1,16,28,20,39,3,0,3
0,19,0,13,39,3,14,3
0,17,25,30,15,2,2,0
0,16,15,23,2,1,7,0
0,18,9,22,23,1,1,2
0,17,0,16,28,3,8,4
0,16,0,37,35,3,9,0
0,15,27,17,23,2,17,2
0,18,0,29,0,2,16,0
1,18,6,42,22,2,9,5
1,17,38,2,0,3,5,5
0,18,29,3,41,2,14,2
0,18,4,5,16,3,17,3
0,18,18,43,44,3,1,0
1,18,6,19,33,3,7,5
0,18,31,3,41,3,18,0
0,16,19,7,37,1,15,0
0,17,36,18,38,3,3,4
0,18,18,7,41,3,1,0
0,18,1,3,31,3,9,0
0,18,6,23,38,3,1,4
0,18,37,22,4,2,0,0
0,17,15,38,27,3,14,2
0,18,24,24,30,2,4,0
0,19,12,4,18,3,13,1
0,16,36,34,41,3,4,4
0,17,20,43,40,3,5,0
0,17,9,33,11,2,4,0
0,18,6,1,39,2,6,0
0,16,39,33,18,3,6,4
0,16,38,8,48,3,8,0
0,18,0,10,36,2,16,4
0,17,8,20,10,3,12,0
0,17,2,12,47,1,2,0
0,17,1,16,27,3,16,0
0,16,14,32,18,2,8,0
0,16,24,3,15,3,5,4
0,17,9,35,20,3,9,4
0,17,35,2,23,3,15,4
1,15,31,32,49,1,6,4
0,16,11,21,13,3,3,0
0,19,22,13,2,3,11,3
0,13,38,13,36,3,10,0
0,18,4,37,32,3,6,4
0,18,27,2,37,2,3,0
0,18,0,18,4,3,5,3
0,0,35,3,15,2,8,0
0,15,20,13,19,2,2,0
0,18,15,35,18,1,6,0
0,17,26,8,6,1,13,4
0,17,6,1,12,3,9,0
0,18,29,39,37,2,18,3
0,16,23,16,35,2,18,0
0,17,7,26,8,3,16,0
0,18,3,36,34,1,16,4
0,17,12,18,13,3,10,0
1,18,0,34,3,3,0,3
0,18,3,21,10,3,19,3
0,17,37,43,2,3,19,0
0,19,19,2,0,2,12,0
0,18,1,7,9,3,9,0
0,17,10,18,27,3,13,0
0,18,32,34,26,2,3,3
1,17,33,34,49,1,10,4
0,16,21,14,9,2,15,4
0,18,1,26,18,3,16,3
0,18,1,2,36,2,19,0
0,18,0,16,6,1,19,0
0,17,18,32,38,2,1,3
0,17,22,38,0,2,16,0
0,19,26,8,26,2,3,0
0,17,4,43,3,3,16,0
0,18,17,23,2,3,4,3
0,18,0,16,0,3,16,4
0,17,7,4,10,3,11,4
0,16,16,22,0,3,14,3
0,18,8,17,40,1,13,4
0,17,0,11,33,3,7,4
1,17,9,20,47,3,2,5
0,17,37,11,46,1,3,0
0,17,5,37,21,3,13,3
1,18,38,30,5,3,9,5
0,12,7,19,44,3,15,0
0,17,18,32,49,3,7,0
0,17,29,7,43,3,2,0
0,17,5,30,47,2,16,3
0,18,31,36,43,1,5,0
0,17,31,26,6,3,13,4
0,16,5,0,23,2,1,0
0,16,1,27,18,3,13,0
0,15,31,32,46,3,1,0
0,16,12,15,4,2,11,0
0,17,26,25,24,3,4,0
0,17,3,18,36,1,3,0
0,17,22,11,43,3,6,0
1,17,16,16,2,2,15,5
0,18,11,26,47,3,14,4
0,18,11,7,48,2,13,0
0,19,20,20,33,3,3,0
0,18,14,22,0,2,15,0
0,16,26,18,7,3,1,0
0,16,2,27,23,2,19,0
0,17,25,25,49,3,4,0
0,18,7,5,3,1,1,0
0,18,38,22,11,3,19,1
0,17,15,15,23,1,7,0
0,18,10,20,29,3,2,2
1,16,24,8,42,3,9,5
0,18,13,35,38,3,1,0
0,18,6,9,0,1,2,2
0,17,0,41,22,3,15,0
0,18,33,30,7,2,4,0
0,18,7,23,27,2,17,4
0,17,8,15,21,1,15,0
0,16,30,8,15,2,1,0
0,17,23,24,2,2,10,1
0,17,31,30,26,3,19,0
0,16,39,37,39,3,8,0
0,17,26,41,8,2,16,0
0,17,25,24,43,2,18,0
0,18,6,26,5,2,15,3
0,18,17,19,35,3,18,3
0,17,15,19,12,2,17,3
0,17,30,28,46,1,16,3
0,17,37,12,36,2,6,0
0,18,18,30,3,3,2,0
0,15,36,30,48,2,7,4
0,18,26,17,13,3,16,5
0,18,13,21,12,3,3,0
0,0,13,40,32,3,18,0
0,18,36,19,27,2,3,1
0,18,37,37,32,3,6,0
0,16,38,21,15,3,15,4
0,18,23,36,6,3,3,2
0,17,22,8,32,2,10,0
0,19,10,0,22,2,19,4
0,17,5,27,37,3,17,0
0,17,26,5,10,2,19,4
0,17,22,43,27,3,18,5
0,16,16,25,38,3,19,0
0,18,14,24,45,2,16,5
0,18,32,30,18,2,19,0
0,18,0,21,27,2,6,0
0,18,8,36,15,2,1,0
0,18,36,31,29,3,11,4
0,18,6,9,28,2,9,0
0,16,2,6,11,3,8,0
1,17,9,5,23,3,14,5
0,18,7,22,25,3,16,2
0,17,10,32,45,3,10,4
0,18,0,24,27,3,18,2
0,18,27,37,40,2,11,4
0,18,8,18,41,3,17,3
0,16,22,7,35,2,0,2
0,16,3,0,39,3,3,4
0,18,29,37,28,2,17,0
0,17,1,32,30,2,17,0
0,16,1,6,5,3,15,0
1,13,31,16,31,0,4,4
0,17,32,32,39,2,8,3
0,18,38,6,32,3,3,3
0,17,19,0,14,1,15,4
0,17,35,23,41,2,14,2
0,17,39,27,16,3,13,3
0,17,32,14,12,1,19,0
0,18,24,18,41,3,9,4
0,18,17,20,25,3,7,4
0,14,23,4,20,1,8,0
0,15,10,24,48,3,3,0
0,17,32,2,13,2,13,2
0,19,4,9,3,3,8,0
0,17,26,38,14,3,7,0
0,14,37,35,47,2,19,0
0,17,16,29,16,3,18,3
0,17,2,0,43,3,9,0
0,18,13,26,20,2,19,0
0,17,9,42,16,2,7,0
0,17,0,29,39,3,7,0
0,19,26,39,33,2,12,0
0,17,37,33,49,2,15,4
0,19,37,16,47,3,9,4
0,18,2,6,40,1,12,2
0,17,34,32,5,3,11,0
0,16,32,32,2,2,1,0
0,17,0,31,17,3,0,0
0,16,35,41,18,2,10,0
0,16,30,12,11,3,13,0
0,16,1,19,14,3,7,0
0,19,27,14,5,2,3,1
0,18,28,37,30,3,4,4
0,17,13,36,1,3,17,0
0,19,24,39,16,2,7,4
0,18,13,8,18,3,5,4
0,17,23,3,1,3,19,4
0,17,35,22,9,1,2,0
0,14,28,21,43,3,16,0
0,18,19,27,37,3,1,0
0,18,21,1,31,3,2,4
0,16,8,24,8,2,9,3
1,18,22,7,1,1,6,4
0,18,16,32,42,2,8,0
0,17,0,21,39,3,10,3
1,19,33,0,39,3,3,5
0,17,36,34,0,2,5,4
0,16,11,16,27,2,12,0
0,18,33,13,21,3,16,4
0,17,18,0,36,3,9,0
0,17,25,2,16,3,3,0
0,18,20,15,3,2,8,4
0,18,11,10,27,3,9,2
0,15,3,2,46,2,4,2
0,18,38,28,47,3,1,0
0,15,21,40,6,2,9,0
0,18,10,9,7,3,9,2
0,17,18,22,24,3,15,0
0,17,37,20,16,1,12,4
0,18,16,11,12,2,4,3
1,15,34,2,43,2,11,5
0,17,15,18,33,3,12,2
0,16,22,25,49,2,5,0
0,17,4,12,45,1,15,3
0,16,5,2,8,2,15,4
0,18,0,19,45,3,3,0
0,16,5,0,16,3,17,3
0,16,34,16,32,1,1,0
0,16,0,31,22,3,17,0
0,17,12,26,48,1,5,0
0,10,39,30,24,3,17,2
0,13,2,9,14,2,15,2
0,18,18,42,3,1,3,0
0,17,12,42,47,3,5,0
0,17,6,18,15,2,12,0
0,17,0,35,45,3,7,0
0,17,16,2,17,1,11,0
1,16,31,17,43,3,4,5
0,15,24,32,10,3,5,0
0,17,20,25,43,3,18,1
0,16,4,38,37,3,15,2
1,18,35,14,19,3,1,5
0,17,14,25,10,2,12,0
0,15,0,38,45,3,15,0
0,18,10,26,1,3,2,3
0,14,9,23,49,1,14,0
0,17,11,4,17,2,1,0
0,14,13,40,33,2,18,5
0,17,28,4,22,1,8,0
0,17,31,4,42,3,7,0
0,17,14,5,5,3,14,0
0,16,12,3,40,3,9,0
0,18,17,10,10,3,11,0
0,18,27,33,19,3,1,2
0,18,7,28,48,2,17,0
0,18,11,6,39,3,10,2
0,17,2,15,12,2,11,0
0,17,10,18,12,2,19,3
0,18,2,24,31,1,19,5
0,16,34,40,11,2,2,4
0,18,19,29,13,2,12,0
0,18,25,25,41,2,4,4
1,17,0,15,14,1,10,4
0,18,22,36,0,3,3,0
0,12,6,39,24,2,8,4
0,18,6,20,44,3,3,0
0,18,26,20,14,1,19,0
0,17,2,25,25,2,3,0
0,16,37,42,6,2,7,0
1,17,33,40,16,2,13,5
0,18,11,36,19,3,11,0
0,17,6,42,2,3,0,0
0,17,8,20,18,3,14,0
0,17,16,32,16,2,0,0
0,16,9,34,41,2,18,5
0,18,1,15,7,3,16,5
0,18,8,30,9,3,8,0
0,17,34,10,23,2,2,4
0,17,34,29,46,3,5,1
0,18,19,3,16,3,15,0
0,17,28,19,27,3,1,0
0,16,38,43,43,3,14,2
0,16,20,28,13,3,13,3
